zip,year,ev_stock,total_stock
90480,2021,106,16920
90576,2021,1242,16920
90141,2021,725,16920
90429,2021,298,16920
90522,2021,467,16920
90615,2021,603,16920
90525,2021,674,16920
90075,2021,95,16920
90015,2021,103,16920
90633,2021,103,16920
90642,2021,254,16920
90468,2021,450,16920
90330,2021,117,16920
90501,2021,20,16920
90420,2021,296,16920
90201,2021,125,16920
90528,2021,1011,16920
90084,2021,74,16920
90051,2021,184,16920
90702,2021,58,16920
90456,2021,245,16920
90060,2021,26,16920
90462,2021,90,16920
90339,2021,36,16920
90393,2021,19,16920
90207,2021,200,16920
90087,2021,17,16920
90531,2021,49,16920
90360,2021,620,16920
90363,2021,446,16920
90387,2021,17,16920
90036,2021,127,16920
90645,2021,49,16920
90591,2021,729,16920
90165,2021,1203,16920
90435,2021,754,16920
90366,2021,42,16920
90534,2021,1598,16920
90654,2021,50,16920
90297,2021,145,16920
90660,2021,10,16920
90336,2021,117,16920
90609,2021,459,16920
90177,2021,893,16920
90303,2021,295,16920
90048,2021,393,16920
90459,2021,163,16920
90120,2021,13,16920
90651,2021,32,16920
90600,2021,325,16920
90144,2021,147,16920
90063,2021,310,16920
90108,2021,204,16920
90537,2021,70,16920
90198,2021,307,16920
90540,2021,671,16920
90111,2021,904,16920
90171,2021,1188,16920
90312,2021,126,16920
90411,2021,262,16920
90135,2021,77,16920
90180,2021,364,16920
90072,2021,208,16920
90483,2021,55,16920
90369,2021,76,16920
90372,2021,67,16920
90582,2021,148,16920
90627,2021,545,16920
90495,2021,67,16920
90117,2021,250,16920
90033,2021,172,16920
90639,2021,366,16920
90417,2021,139,16920
90375,2021,112,16920
90543,2021,388,16920
90288,2021,34,16920
90546,2021,421,16920
90549,2021,1318,16920
90066,2021,120,16920
90672,2021,240,16920
90105,2021,58,16920
90324,2021,455,16920
90405,2021,80,16920
90606,2021,820,16920
90054,2021,86,16920
90213,2021,66,16920
90252,2021,64,16920
90636,2021,179,16920
90219,2021,69,16920
90210,2021,322,16920
90612,2021,468,16920
90492,2021,70,16920
90585,2021,932,16920
90102,2021,66,16920
90114,2021,174,16920
90126,2021,47,16920
90204,2021,131,16920
90552,2021,174,16920
90132,2021,443,16920
90159,2021,107,16920
90414,2021,43,16920
90465,2021,717,16920
90666,2021,39,16920
90390,2021,207,16920
90321,2021,157,16920
90306,2021,156,16920
90162,2021,252,16920
90168,2021,282,16920
90183,2021,285,16920
90555,2021,345,16920
90648,2021,52,16920
90216,2021,33,16920
90630,2021,676,16920
90657,2021,262,16920
90408,2021,622,16920
90558,2021,1264,16920
90129,2021,591,16920
90396,2021,205,16920
90186,2021,2694,16920
90138,2021,19,16920
90444,2021,852,16920
90486,2021,352,16920
90561,2021,134,16920
90099,2021,54,16920
90123,2021,262,16920
90147,2021,606,16920
90174,2021,27,16920
90564,2021,1592,16920
90624,2021,279,16920
90039,2021,950,16920
90453,2021,929,16920
90294,2021,42,16920
90285,2021,77,16920
90567,2021,272,16920
90195,2021,273,16920
90315,2021,362,16920
90441,2021,987,16920
90090,2021,1154,16920
90402,2021,131,16920
90603,2021,796,16920
90345,2021,63,16920
90477,2021,290,16920
90378,2021,347,16920
90300,2021,337,16920
90153,2021,4759,16920
90663,2021,25,16920
90399,2021,710,16920
90150,2021,94,16920
90381,2021,550,16920
90042,2021,128,16920
90333,2021,35,16920
90570,2021,1590,16920
90309,2021,1393,16920
90291,2021,228,16920
90705,2021,15,16920
90708,2021,82,16920
90069,2021,257,16920
90594,2021,375,16920
90426,2021,188,16920
90669,2021,22,16920
90573,2021,156,16920
90189,2021,168,16920
90618,2021,100,16920
90384,2021,33,16920
90081,2021,339,16920
90450,2021,793,16920
90447,2021,1189,16920
90057,2021,313,16920
90246,2021,43,16920
90009,2021,40,16920
90588,2021,99,16920
90696,2021,6,16920
90255,2021,11,16920
90432,2021,1196,16920
90720,2021,176,16920
90249,2021,6,16920
90678,2021,197,16920
90003,2021,6,16920
90006,2021,65,16920
90711,2021,37,16920
90273,2021,49,16920
90279,2021,44,16920
90240,2021,12,16920
90270,2021,12,16920
90714,2021,4,16920
90267,2021,14,16920
90258,2021,328,16920
90348,2021,0,16920
90687,2021,55,16920
90021,2021,92,16920
90507,2021,12,16920
90516,2021,13,16920
90012,2021,101,16920
90513,2021,14,16920
90018,2021,113,16920
90510,2021,23,16920
90276,2021,17,16920
90234,2021,86,16920
90738,2021,8,16920
90093,2021,21,16920
90231,2021,11,16920
90342,2021,95,16920
90498,2021,72,16920
90723,2021,13,16920
90024,2021,27,16920
90264,2021,16,16920
90423,2021,643,16920
90693,2021,14,16920
90096,2021,456,16920
90354,2021,16,16920
90351,2021,32,16920
90729,2021,36,16920
90261,2021,59,16920
90489,2021,522,16920
90000,2021,32,16920
90621,2021,356,16920
90228,2021,30,16920
90726,2021,15,16920
90237,2021,18,16920
90690,2021,6,16920
90717,2021,5,16920
90357,2021,13,16920
90735,2021,31,16920
90504,2021,27,16920
90684,2021,37,16920
90675,2021,81,16920
90744,2021,0,16920
90732,2021,5,16920
90747,2021,5,16920
90027,2021,17,16920
90741,2021,0,16920
90438,2022,257,16920
90192,2022,883,16920
90225,2022,63,16920
90045,2022,175,16920
90579,2022,736,16920
90471,2022,760,16920
90222,2022,75,16920
90681,2022,29,16920
90699,2022,293,16920
90597,2022,188,16920
90030,2022,232,16920
90243,2022,56,16920
90078,2022,351,16920
90474,2022,200,16920
90318,2022,353,16920
90519,2022,411,16920
90282,2022,73,16920
90327,2022,53,16920
90156,2022,1390,16920
90480,2022,133,16920
90576,2022,1871,16920
90141,2022,1232,16920
90429,2022,418,16920
90522,2022,713,16920
90615,2022,917,16920
90525,2022,960,16920
90075,2022,138,16920
90015,2022,119,16920
90633,2022,129,16920
90642,2022,400,16920
90468,2022,587,16920
90330,2022,187,16920
90501,2022,30,16920
90420,2022,414,16920
90201,2022,164,16920
90528,2022,1573,16920
90084,2022,78,16920
90051,2022,278,16920
90702,2022,76,16920
90456,2022,356,16920
90060,2022,42,16920
90462,2022,133,16920
90339,2022,38,16920
90393,2022,17,16920
90207,2022,305,16920
90087,2022,28,16920
90531,2022,78,16920
90360,2022,896,16920
90363,2022,714,16920
90387,2022,26,16920
90036,2022,167,16920
90645,2022,51,16920
90591,2022,1212,16920
90165,2022,1895,16920
90435,2022,1189,16920
90366,2022,45,16920
90534,2022,2439,16920
90654,2022,55,16920
90297,2022,200,16920
90660,2022,12,16920
90336,2022,192,16920
90609,2022,655,16920
90177,2022,1431,16920
90303,2022,437,16920
90048,2022,613,16920
90459,2022,232,16920
90120,2022,18,16920
90651,2022,48,16920
90600,2022,463,16920
90144,2022,198,16920
90063,2022,461,16920
90108,2022,297,16920
90537,2022,104,16920
90198,2022,341,16920
90540,2022,1055,16920
90111,2022,1316,16920
90171,2022,1825,16920
90312,2022,178,16920
90411,2022,371,16920
90135,2022,103,16920
90180,2022,531,16920
90072,2022,284,16920
90483,2022,83,16920
90369,2022,92,16920
90372,2022,97,16920
90582,2022,233,16920
90627,2022,780,16920
90495,2022,91,16920
90117,2022,368,16920
90033,2022,236,16920
90639,2022,546,16920
90417,2022,206,16920
90375,2022,150,16920
90543,2022,577,16920
90288,2022,35,16920
90546,2022,588,16920
90549,2022,1983,16920
90066,2022,140,16920
90672,2022,391,16920
90105,2022,69,16920
90324,2022,679,16920
90405,2022,103,16920
90606,2022,1300,16920
90054,2022,120,16920
90213,2022,102,16920
90252,2022,105,16920
90636,2022,218,16920
90219,2022,78,16920
90210,2022,465,16920
90612,2022,724,16920
90492,2022,98,16920
90585,2022,1358,16920
90102,2022,79,16920
90114,2022,254,16920
90126,2022,48,16920
90204,2022,165,16920
90552,2022,218,16920
90132,2022,696,16920
90159,2022,145,16920
90414,2022,73,16920
90465,2022,1235,16920
90666,2022,75,16920
90390,2022,317,16920
90321,2022,231,16920
90306,2022,242,16920
90162,2022,353,16920
90168,2022,384,16920
90183,2022,360,16920
90555,2022,538,16920
90648,2022,60,16920
90216,2022,39,16920
90630,2022,1049,16920
90657,2022,376,16920
90408,2022,892,16920
90558,2022,2054,16920
90129,2022,910,16920
90396,2022,307,16920
90186,2022,4127,16920
90138,2022,31,16920
90444,2022,1336,16920
90486,2022,499,16920
90561,2022,231,16920
90099,2022,59,16920
90123,2022,431,16920
90147,2022,854,16920
90174,2022,20,16920
90564,2022,2323,16920
90624,2022,397,16920
90039,2022,1538,16920
90453,2022,1483,16920
90294,2022,56,16920
90285,2022,103,16920
90567,2022,389,16920
90195,2022,427,16920
90315,2022,538,16920
90441,2022,1620,16920
90090,2022,1712,16920
90402,2022,168,16920
90603,2022,1291,16920
90345,2022,73,16920
90477,2022,373,16920
90378,2022,494,16920
90300,2022,492,16920
90153,2022,7193,16920
90663,2022,39,16920
90399,2022,927,16920
90150,2022,157,16920
90381,2022,810,16920
90042,2022,205,16920
90333,2022,35,16920
90570,2022,2383,16920
90309,2022,2050,16920
90291,2022,311,16920
90705,2022,17,16920
90708,2022,118,16920
90069,2022,376,16920
90594,2022,516,16920
90426,2022,256,16920
90669,2022,33,16920
90573,2022,195,16920
90189,2022,223,16920
90618,2022,157,16920
90384,2022,54,16920
90081,2022,485,16920
90450,2022,1227,16920
90447,2022,1851,16920
90057,2022,452,16920
90246,2022,62,16920
90009,2022,41,16920
90588,2022,99,16920
90696,2022,2,16920
90255,2022,14,16920
90432,2022,1732,16920
90720,2022,227,16920
90249,2022,8,16920
90678,2022,261,16920
90003,2022,8,16920
90006,2022,88,16920
90711,2022,41,16920
90273,2022,53,16920
90279,2022,60,16920
90240,2022,10,16920
90270,2022,14,16920
90714,2022,2,16920
90267,2022,15,16920
90258,2022,445,16920
90348,2022,3,16920
90687,2022,64,16920
90021,2022,106,16920
90507,2022,17,16920
90516,2022,8,16920
90012,2022,111,16920
90513,2022,14,16920
90018,2022,145,16920
90510,2022,30,16920
90276,2022,27,16920
90234,2022,122,16920
90738,2022,9,16920
90093,2022,38,16920
90231,2022,17,16920
90342,2022,138,16920
90498,2022,93,16920
90723,2022,11,16920
90024,2022,43,16920
90264,2022,24,16920
90423,2022,972,16920
90693,2022,12,16920
90096,2022,750,16920
90354,2022,8,16920
90351,2022,51,16920
90729,2022,51,16920
90261,2022,69,16920
90489,2022,750,16920
90000,2022,52,16920
90621,2022,500,16920
90228,2022,57,16920
90726,2022,15,16920
90237,2022,29,16920
90690,2022,3,16920
90717,2022,4,16920
90357,2022,17,16920
90735,2022,48,16920
90504,2022,35,16920
90684,2022,37,16920
90675,2022,97,16920
90744,2022,1,16920
90732,2022,7,16920
90747,2022,3,16920
90027,2022,27,16920
90741,2022,0,16920
90438,2023,321,16920
90192,2023,1376,16920
90225,2023,73,16920
90045,2023,276,16920
90579,2023,1077,16920
90471,2023,1148,16920
90222,2023,64,16920
90681,2023,24,16920
90699,2023,383,16920
90597,2023,223,16920
90030,2023,331,16920
90243,2023,105,16920
90078,2023,544,16920
90474,2023,261,16920
90318,2023,529,16920
90519,2023,631,16920
90282,2023,108,16920
90327,2023,59,16920
90156,2023,2186,16920
90480,2023,165,16920
90576,2023,2846,16920
90141,2023,1835,16920
90429,2023,660,16920
90522,2023,967,16920
90615,2023,1377,16920
90525,2023,1384,16920
90075,2023,200,16920
90015,2023,175,16920
90633,2023,189,16920
90642,2023,571,16920
90468,2023,849,16920
90330,2023,206,16920
90501,2023,45,16920
90420,2023,658,16920
90201,2023,196,16920
90528,2023,2418,16920
90084,2023,125,16920
90051,2023,431,16920
90702,2023,83,16920
90456,2023,486,16920
90060,2023,61,16920
90462,2023,164,16920
90339,2023,78,16920
90393,2023,29,16920
90207,2023,423,16920
90087,2023,35,16920
90531,2023,94,16920
90360,2023,1356,16920
90363,2023,1069,16920
90387,2023,27,16920
90036,2023,208,16920
90645,2023,60,16920
90591,2023,1926,16920
90165,2023,2998,16920
90435,2023,1736,16920
90366,2023,54,16920
90534,2023,3597,16920
90654,2023,84,16920
90297,2023,230,16920
90660,2023,9,16920
90336,2023,305,16920
90609,2023,968,16920
90177,2023,2129,16920
90303,2023,665,16920
90048,2023,832,16920
90459,2023,295,16920
90120,2023,28,16920
90651,2023,63,16920
90600,2023,665,16920
90144,2023,275,16920
90063,2023,618,16920
90108,2023,372,16920
90537,2023,146,16920
90198,2023,527,16920
90540,2023,1467,16920
90111,2023,2000,16920
90171,2023,2765,16920
90312,2023,235,16920
90411,2023,572,16920
90135,2023,122,16920
90180,2023,801,16920
90072,2023,382,16920
90483,2023,103,16920
90369,2023,104,16920
90372,2023,113,16920
90582,2023,308,16920
90627,2023,1226,16920
90495,2023,119,16920
90117,2023,492,16920
90033,2023,351,16920
90639,2023,849,16920
90417,2023,294,16920
90375,2023,219,16920
90543,2023,872,16920
90288,2023,57,16920
90546,2023,946,16920
90549,2023,2908,16920
90066,2023,192,16920
90672,2023,573,16920
90105,2023,83,16920
90324,2023,1053,16920
90405,2023,155,16920
90606,2023,2013,16920
90054,2023,162,16920
90213,2023,134,16920
90252,2023,158,16920
90636,2023,286,16920
90219,2023,126,16920
90210,2023,637,16920
90612,2023,986,16920
90492,2023,130,16920
90585,2023,2049,16920
90102,2023,105,16920
90114,2023,304,16920
90126,2023,66,16920
90204,2023,265,16920
90552,2023,295,16920
90132,2023,934,16920
90159,2023,196,16920
90414,2023,97,16920
90465,2023,1763,16920
90666,2023,70,16920
90390,2023,465,16920
90321,2023,354,16920
90306,2023,318,16920
90162,2023,444,16920
90168,2023,523,16920
90183,2023,509,16920
90555,2023,771,16920
90648,2023,75,16920
90216,2023,52,16920
90630,2023,1582,16920
90657,2023,521,16920
90408,2023,1458,16920
90558,2023,3201,16920
90129,2023,1357,16920
90396,2023,485,16920
90186,2023,6033,16920
90138,2023,38,16920
90444,2023,1933,16920
90486,2023,724,16920
90561,2023,316,16920
90099,2023,90,16920
90123,2023,549,16920
90147,2023,1240,16920
90174,2023,36,16920
90564,2023,3613,16920
90624,2023,606,16920
90039,2023,2170,16920
90453,2023,2098,16920
90294,2023,71,16920
90285,2023,131,16920
90567,2023,523,16920
90195,2023,614,16920
90315,2023,843,16920
90441,2023,2528,16920
90090,2023,2461,16920
90402,2023,234,16920
90603,2023,2103,16920
90345,2023,81,16920
90477,2023,560,16920
90378,2023,699,16920
90300,2023,654,16920
90153,2023,9734,16920
90663,2023,37,16920
90399,2023,1395,16920
90150,2023,197,16920
90381,2023,1207,16920
90042,2023,322,16920
90333,2023,58,16920
90570,2023,3572,16920
90309,2023,2938,16920
90291,2023,457,16920
90705,2023,38,16920
90708,2023,156,16920
90069,2023,494,16920
90594,2023,780,16920
90426,2023,331,16920
90669,2023,41,16920
90573,2023,251,16920
90189,2023,310,16920
90618,2023,213,16920
90384,2023,46,16920
90081,2023,708,16920
90450,2023,1788,16920
90447,2023,2796,16920
90057,2023,604,16920
90246,2023,90,16920
90009,2023,47,16920
90588,2023,154,16920
90696,2023,5,16920
90255,2023,8,16920
90432,2023,2566,16920
90720,2023,310,16920
90249,2023,13,16920
90678,2023,334,16920
90003,2023,13,16920
90006,2023,114,16920
90711,2023,58,16920
90273,2023,66,16920
90279,2023,62,16920
90240,2023,14,16920
90270,2023,27,16920
90714,2023,0,16920
90267,2023,16,16920
90258,2023,573,16920
90348,2023,3,16920
90687,2023,106,16920
90021,2023,140,16920
90507,2023,37,16920
90516,2023,18,16920
90012,2023,144,16920
90513,2023,30,16920
90018,2023,207,16920
90510,2023,44,16920
90276,2023,20,16920
90234,2023,185,16920
90738,2023,8,16920
90093,2023,34,16920
90231,2023,19,16920
90342,2023,214,16920
90498,2023,111,16920
90723,2023,20,16920
90024,2023,33,16920
90264,2023,27,16920
90423,2023,1381,16920
90693,2023,14,16920
90096,2023,1099,16920
90354,2023,14,16920
90351,2023,73,16920
90729,2023,61,16920
90261,2023,116,16920
90489,2023,1098,16920
90000,2023,41,16920
90621,2023,679,16920
90228,2023,83,16920
90726,2023,23,16920
90237,2023,37,16920
90690,2023,11,16920
90717,2023,6,16920
90357,2023,16,16920
90735,2023,54,16920
90504,2023,39,16920
90684,2023,48,16920
90675,2023,119,16920
90744,2023,0,16920
90732,2023,3,16920
90747,2023,3,16920
90027,2023,15,16920
90741,2023,0,16920
