zip,year,ev_sales,total_sales
90480,2021,24,1015
90576,2021,456,1015
90141,2021,301,1015
90429,2021,90,1015
90522,2021,164,1015
90615,2021,248,1015
90525,2021,261,1015
90075,2021,18,1015
90015,2021,20,1015
90633,2021,25,1015
90642,2021,83,1015
90468,2021,151,1015
90330,2021,23,1015
90501,2021,3,1015
90420,2021,81,1015
90201,2021,31,1015
90528,2021,412,1015
90084,2021,13,1015
90051,2021,57,1015
90702,2021,13,1015
90456,2021,68,1015
90060,2021,2,1015
90462,2021,27,1015
90339,2021,4,1015
90393,2021,5,1015
90207,2021,57,1015
90087,2021,3,1015
90531,2021,8,1015
90360,2021,201,1015
90363,2021,188,1015
90387,2021,4,1015
90036,2021,38,1015
90645,2021,5,1015
90591,2021,300,1015
90165,2021,465,1015
90435,2021,256,1015
90366,2021,2,1015
90534,2021,525,1015
90654,2021,1,1015
90297,2021,22,1015
90660,2021,0,1015
90336,2021,34,1015
90609,2021,169,1015
90177,2021,348,1015
90303,2021,89,1015
90048,2021,158,1015
90459,2021,40,1015
90120,2021,2,1015
90651,2021,7,1015
90600,2021,115,1015
90144,2021,47,1015
90063,2021,92,1015
90108,2021,47,1015
90537,2021,16,1015
90198,2021,119,1015
90540,2021,253,1015
90111,2021,326,1015
90171,2021,410,1015
90312,2021,34,1015
90411,2021,83,1015
90135,2021,13,1015
90180,2021,125,1015
90072,2021,49,1015
90483,2021,18,1015
90369,2021,18,1015
90372,2021,12,1015
90582,2021,46,1015
90627,2021,169,1015
90495,2021,13,1015
90117,2021,78,1015
90033,2021,57,1015
90639,2021,127,1015
90417,2021,39,1015
90375,2021,30,1015
90543,2021,134,1015
90288,2021,5,1015
90546,2021,149,1015
90549,2021,432,1015
90066,2021,20,1015
90672,2021,73,1015
90105,2021,13,1015
90324,2021,163,1015
90405,2021,16,1015
90606,2021,308,1015
90054,2021,13,1015
90213,2021,12,1015
90252,2021,25,1015
90636,2021,49,1015
90219,2021,20,1015
90210,2021,103,1015
90612,2021,147,1015
90492,2021,12,1015
90585,2021,355,1015
90102,2021,15,1015
90114,2021,37,1015
90126,2021,5,1015
90204,2021,48,1015
90552,2021,43,1015
90132,2021,136,1015
90159,2021,20,1015
90414,2021,13,1015
90465,2021,260,1015
90666,2021,7,1015
90390,2021,69,1015
90321,2021,55,1015
90306,2021,38,1015
90162,2021,77,1015
90168,2021,86,1015
90183,2021,53,1015
90555,2021,109,1015
90648,2021,8,1015
90216,2021,4,1015
90630,2021,263,1015
90657,2021,71,1015
90408,2021,222,1015
90558,2021,459,1015
90129,2021,234,1015
90396,2021,71,1015
90186,2021,728,1015
90138,2021,2,1015
90444,2021,302,1015
90486,2021,113,1015
90561,2021,37,1015
90099,2021,10,1015
90123,2021,88,1015
90147,2021,223,1015
90174,2021,4,1015
90564,2021,522,1015
90624,2021,93,1015
90039,2021,347,1015
90453,2021,345,1015
90294,2021,13,1015
90285,2021,18,1015
90567,2021,90,1015
90195,2021,103,1015
90315,2021,136,1015
90441,2021,351,1015
90090,2021,395,1015
90402,2021,24,1015
90603,2021,287,1015
90345,2021,9,1015
90477,2021,96,1015
90378,2021,117,1015
90300,2021,86,1015
90153,2021,884,1015
90663,2021,3,1015
90399,2021,229,1015
90150,2021,25,1015
90381,2021,190,1015
90042,2021,28,1015
90333,2021,3,1015
90570,2021,551,1015
90309,2021,486,1015
90291,2021,75,1015
90705,2021,1,1015
90708,2021,15,1015
90069,2021,93,1015
90594,2021,109,1015
90426,2021,46,1015
90669,2021,3,1015
90573,2021,37,1015
90189,2021,31,1015
90618,2021,24,1015
90384,2021,2,1015
90081,2021,101,1015
90450,2021,297,1015
90447,2021,457,1015
90057,2021,101,1015
90246,2021,6,1015
90009,2021,3,1015
90588,2021,17,1015
90696,2021,0,1015
90255,2021,0,1015
90432,2021,418,1015
90720,2021,33,1015
90249,2021,0,1015
90678,2021,57,1015
90003,2021,2,1015
90006,2021,14,1015
90711,2021,4,1015
90273,2021,3,1015
90279,2021,15,1015
90240,2021,2,1015
90270,2021,2,1015
90714,2021,0,1015
90267,2021,2,1015
90258,2021,89,1015
90348,2021,0,1015
90687,2021,4,1015
90021,2021,20,1015
90507,2021,0,1015
90516,2021,1,1015
90012,2021,16,1015
90513,2021,3,1015
90018,2021,30,1015
90510,2021,5,1015
90276,2021,2,1015
90234,2021,31,1015
90738,2021,0,1015
90093,2021,4,1015
90231,2021,1,1015
90342,2021,18,1015
90498,2021,16,1015
90723,2021,2,1015
90024,2021,5,1015
90264,2021,0,1015
90423,2021,259,1015
90693,2021,1,1015
90096,2021,189,1015
90354,2021,2,1015
90351,2021,5,1015
90729,2021,4,1015
90261,2021,16,1015
90489,2021,185,1015
90000,2021,3,1015
90621,2021,113,1015
90228,2021,7,1015
90726,2021,4,1015
90237,2021,6,1015
90690,2021,1,1015
90717,2021,1,1015
90357,2021,3,1015
90735,2021,3,1015
90504,2021,3,1015
90684,2021,4,1015
90675,2021,14,1015
90744,2021,0,1015
90732,2021,0,1015
90747,2021,1,1015
90027,2021,1,1015
90741,2021,0,1015
90438,2022,109,1015
90192,2022,390,1015
90225,2022,23,1015
90045,2022,87,1015
90579,2022,340,1015
90471,2022,392,1015
90222,2022,14,1015
90681,2022,6,1015
90699,2022,117,1015
90597,2022,76,1015
90030,2022,102,1015
90243,2022,14,1015
90078,2022,163,1015
90474,2022,69,1015
90318,2022,146,1015
90519,2022,188,1015
90282,2022,16,1015
90327,2022,10,1015
90156,2022,587,1015
90480,2022,45,1015
90576,2022,674,1015
90141,2022,534,1015
90429,2022,198,1015
90522,2022,307,1015
90615,2022,429,1015
90525,2022,418,1015
90075,2022,47,1015
90015,2022,61,1015
90633,2022,54,1015
90642,2022,175,1015
90468,2022,275,1015
90330,2022,53,1015
90501,2022,4,1015
90420,2022,185,1015
90201,2022,44,1015
90528,2022,630,1015
90084,2022,28,1015
90051,2022,118,1015
90702,2022,29,1015
90456,2022,153,1015
90060,2022,8,1015
90462,2022,43,1015
90339,2022,8,1015
90393,2022,1,1015
90207,2022,130,1015
90087,2022,3,1015
90531,2022,32,1015
90360,2022,389,1015
90363,2022,349,1015
90387,2022,12,1015
90036,2022,69,1015
90645,2022,8,1015
90591,2022,542,1015
90165,2022,656,1015
90435,2022,503,1015
90366,2022,9,1015
90534,2022,770,1015
90654,2022,20,1015
90297,2022,67,1015
90660,2022,1,1015
90336,2022,83,1015
90609,2022,330,1015
90177,2022,579,1015
90303,2022,200,1015
90048,2022,272,1015
90459,2022,82,1015
90120,2022,1,1015
90651,2022,11,1015
90600,2022,256,1015
90144,2022,84,1015
90063,2022,217,1015
90108,2022,126,1015
90537,2022,21,1015
90198,2022,178,1015
90540,2022,431,1015
90111,2022,567,1015
90171,2022,661,1015
90312,2022,62,1015
90411,2022,175,1015
90135,2022,38,1015
90180,2022,260,1015
90072,2022,111,1015
90483,2022,20,1015
90369,2022,23,1015
90372,2022,31,1015
90582,2022,98,1015
90627,2022,386,1015
90495,2022,40,1015
90117,2022,159,1015
90033,2022,100,1015
90639,2022,272,1015
90417,2022,76,1015
90375,2022,66,1015
90543,2022,269,1015
90288,2022,9,1015
90546,2022,318,1015
90549,2022,683,1015
90066,2022,45,1015
90672,2022,178,1015
90105,2022,21,1015
90324,2022,327,1015
90405,2022,35,1015
90606,2022,553,1015
90054,2022,39,1015
90213,2022,25,1015
90252,2022,40,1015
90636,2022,83,1015
90219,2022,35,1015
90210,2022,189,1015
90612,2022,321,1015
90492,2022,32,1015
90585,2022,560,1015
90102,2022,28,1015
90114,2022,92,1015
90126,2022,11,1015
90204,2022,65,1015
90552,2022,89,1015
90132,2022,274,1015
90159,2022,43,1015
90414,2022,23,1015
90465,2022,528,1015
90666,2022,24,1015
90390,2022,143,1015
90321,2022,96,1015
90306,2022,107,1015
90162,2022,163,1015
90168,2022,176,1015
90183,2022,162,1015
90555,2022,259,1015
90648,2022,14,1015
90216,2022,12,1015
90630,2022,467,1015
90657,2022,170,1015
90408,2022,419,1015
90558,2022,702,1015
90129,2022,398,1015
90396,2022,161,1015
90186,2022,897,1015
90138,2022,7,1015
90444,2022,538,1015
90486,2022,221,1015
90561,2022,80,1015
90099,2022,17,1015
90123,2022,187,1015
90147,2022,393,1015
90174,2022,10,1015
90564,2022,756,1015
90624,2022,200,1015
90039,2022,591,1015
90453,2022,605,1015
90294,2022,15,1015
90285,2022,32,1015
90567,2022,185,1015
90195,2022,206,1015
90315,2022,259,1015
90441,2022,640,1015
90090,2022,655,1015
90402,2022,58,1015
90603,2022,518,1015
90345,2022,11,1015
90477,2022,178,1015
90378,2022,248,1015
90300,2022,216,1015
90153,2022,960,1015
90663,2022,9,1015
90399,2022,449,1015
90150,2022,40,1015
90381,2022,357,1015
90042,2022,95,1015
90333,2022,7,1015
90570,2022,765,1015
90309,2022,699,1015
90291,2022,154,1015
90705,2022,4,1015
90708,2022,35,1015
90069,2022,168,1015
90594,2022,256,1015
90426,2022,107,1015
90669,2022,5,1015
90573,2022,86,1015
90189,2022,75,1015
90618,2022,57,1015
90384,2022,16,1015
90081,2022,221,1015
90450,2022,521,1015
90447,2022,678,1015
90057,2022,207,1015
90246,2022,25,1015
90009,2022,7,1015
90588,2022,31,1015
90696,2022,1,1015
90255,2022,1,1015
90432,2022,682,1015
90720,2022,95,1015
90249,2022,0,1015
90678,2022,111,1015
90003,2022,0,1015
90006,2022,9,1015
90711,2022,5,1015
90273,2022,19,1015
90279,2022,14,1015
90240,2022,2,1015
90270,2022,4,1015
90714,2022,0,1015
90267,2022,5,1015
90258,2022,190,1015
90348,2022,0,1015
90687,2022,25,1015
90021,2022,38,1015
90507,2022,2,1015
90516,2022,2,1015
90012,2022,28,1015
90513,2022,5,1015
90018,2022,47,1015
90510,2022,6,1015
90276,2022,7,1015
90234,2022,45,1015
90738,2022,3,1015
90093,2022,10,1015
90231,2022,2,1015
90342,2022,46,1015
90498,2022,22,1015
90723,2022,3,1015
90024,2022,6,1015
90264,2022,8,1015
90423,2022,433,1015
90693,2022,1,1015
90096,2022,327,1015
90354,2022,1,1015
90351,2022,14,1015
90729,2022,6,1015
90261,2022,32,1015
90489,2022,354,1015
90000,2022,9,1015
90621,2022,228,1015
90228,2022,13,1015
90726,2022,4,1015
90237,2022,4,1015
90690,2022,2,1015
90717,2022,1,1015
90357,2022,2,1015
90735,2022,7,1015
90504,2022,12,1015
90684,2022,12,1015
90675,2022,30,1015
90744,2022,0,1015
90732,2022,0,1015
90747,2022,0,1015
90027,2022,7,1015
90741,2022,0,1015
90438,2023,146,1015
90192,2023,537,1015
90225,2023,22,1015
90045,2023,102,1015
90579,2023,450,1015
90471,2023,482,1015
90222,2023,18,1015
90681,2023,3,1015
90699,2023,153,1015
90597,2023,85,1015
90030,2023,132,1015
90243,2023,17,1015
90078,2023,241,1015
90474,2023,100,1015
90318,2023,222,1015
90519,2023,251,1015
90282,2023,32,1015
90327,2023,16,1015
90156,2023,717,1015
90480,2023,55,1015
90576,2023,786,1015
90141,2023,666,1015
90429,2023,269,1015
90522,2023,424,1015
90615,2023,538,1015
90525,2023,536,1015
90075,2023,66,1015
90015,2023,65,1015
90633,2023,72,1015
90642,2023,241,1015
90468,2023,361,1015
90330,2023,80,1015
90501,2023,6,1015
90420,2023,288,1015
90201,2023,77,1015
90528,2023,765,1015
90084,2023,33,1015
90051,2023,205,1015
90702,2023,30,1015
90456,2023,202,1015
90060,2023,12,1015
90462,2023,64,1015
90339,2023,12,1015
90393,2023,3,1015
90207,2023,167,1015
90087,2023,12,1015
90531,2023,30,1015
90360,2023,573,1015
90363,2023,468,1015
90387,2023,3,1015
90036,2023,78,1015
90645,2023,14,1015
90591,2023,661,1015
90165,2023,786,1015
90435,2023,621,1015
90366,2023,22,1015
90534,2023,863,1015
90654,2023,18,1015
90297,2023,97,1015
90660,2023,0,1015
90336,2023,108,1015
90609,2023,472,1015
90177,2023,715,1015
90303,2023,291,1015
90048,2023,349,1015
90459,2023,124,1015
90120,2023,4,1015
90651,2023,18,1015
90600,2023,281,1015
90144,2023,115,1015
90063,2023,264,1015
90108,2023,149,1015
90537,2023,56,1015
90198,2023,258,1015
90540,2023,558,1015
90111,2023,670,1015
90171,2023,821,1015
90312,2023,78,1015
90411,2023,243,1015
90135,2023,40,1015
90180,2023,382,1015
90072,2023,175,1015
90483,2023,33,1015
90369,2023,39,1015
90372,2023,44,1015
90582,2023,148,1015
90627,2023,448,1015
90495,2023,42,1015
90117,2023,204,1015
90033,2023,167,1015
90639,2023,362,1015
90417,2023,90,1015
90375,2023,89,1015
90543,2023,370,1015
90288,2023,18,1015
90546,2023,424,1015
90549,2023,817,1015
90066,2023,70,1015
90672,2023,226,1015
90105,2023,23,1015
90324,2023,410,1015
90405,2023,35,1015
90606,2023,686,1015
90054,2023,52,1015
90213,2023,37,1015
90252,2023,44,1015
90636,2023,130,1015
90219,2023,29,1015
90210,2023,301,1015
90612,2023,403,1015
90492,2023,40,1015
90585,2023,693,1015
90102,2023,30,1015
90114,2023,110,1015
90126,2023,20,1015
90204,2023,103,1015
90552,2023,127,1015
90132,2023,422,1015
90159,2023,72,1015
90414,2023,32,1015
90465,2023,669,1015
90666,2023,35,1015
90390,2023,203,1015
90321,2023,160,1015
90306,2023,139,1015
90162,2023,221,1015
90168,2023,250,1015
90183,2023,223,1015
90555,2023,333,1015
90648,2023,18,1015
90216,2023,8,1015
90630,2023,603,1015
90657,2023,224,1015
90408,2023,571,1015
90558,2023,833,1015
90129,2023,535,1015
90396,2023,192,1015
90186,2023,951,1015
90138,2023,7,1015
90444,2023,662,1015
90486,2023,332,1015
90561,2023,124,1015
90099,2023,17,1015
90123,2023,268,1015
90147,2023,495,1015
90174,2023,7,1015
90564,2023,867,1015
90624,2023,294,1015
90039,2023,721,1015
90453,2023,695,1015
90294,2023,13,1015
90285,2023,38,1015
90567,2023,271,1015
90195,2023,285,1015
90315,2023,353,1015
90441,2023,771,1015
90090,2023,763,1015
90402,2023,99,1015
90603,2023,693,1015
90345,2023,20,1015
90477,2023,278,1015
90378,2023,337,1015
90300,2023,303,1015
90153,2023,1000,1015
90663,2023,6,1015
90399,2023,561,1015
90150,2023,75,1015
90381,2023,473,1015
90042,2023,111,1015
90333,2023,8,1015
90570,2023,841,1015
90309,2023,819,1015
90291,2023,206,1015
90705,2023,3,1015
90708,2023,51,1015
90069,2023,222,1015
90594,2023,349,1015
90426,2023,134,1015
90669,2023,5,1015
90573,2023,112,1015
90189,2023,119,1015
90618,2023,64,1015
90384,2023,21,1015
90081,2023,330,1015
90450,2023,650,1015
90447,2023,792,1015
90057,2023,246,1015
90246,2023,20,1015
90009,2023,16,1015
90588,2023,53,1015
90696,2023,1,1015
90255,2023,3,1015
90432,2023,763,1015
90720,2023,126,1015
90249,2023,4,1015
90678,2023,136,1015
90003,2023,2,1015
90006,2023,37,1015
90711,2023,9,1015
90273,2023,13,1015
90279,2023,18,1015
90240,2023,4,1015
90270,2023,0,1015
90714,2023,0,1015
90267,2023,1,1015
90258,2023,276,1015
90348,2023,0,1015
90687,2023,31,1015
90021,2023,71,1015
90507,2023,6,1015
90516,2023,3,1015
90012,2023,43,1015
90513,2023,3,1015
90018,2023,76,1015
90510,2023,9,1015
90276,2023,2,1015
90234,2023,60,1015
90738,2023,4,1015
90093,2023,4,1015
90231,2023,4,1015
90342,2023,76,1015
90498,2023,30,1015
90723,2023,3,1015
90024,2023,13,1015
90264,2023,10,1015
90423,2023,536,1015
90693,2023,4,1015
90096,2023,453,1015
90354,2023,1,1015
90351,2023,17,1015
90729,2023,20,1015
90261,2023,39,1015
90489,2023,439,1015
90000,2023,11,1015
90621,2023,321,1015
90228,2023,29,1015
90726,2023,4,1015
90237,2023,5,1015
90690,2023,2,1015
90717,2023,0,1015
90357,2023,3,1015
90735,2023,11,1015
90504,2023,9,1015
90684,2023,11,1015
90675,2023,46,1015
90744,2023,0,1015
90732,2023,1,1015
90747,2023,0,1015
90027,2023,7,1015
90741,2023,0,1015
